location;new_cases_smoothed;new_deaths_smoothed;reproduction_rate;positive_rate;people_fully_vaccinated_per_hundred;stringency_index
Singapore;23.571;0.143;0.94;;21.26;52.78
Singapore;23.714;0.143;0.96;;21.57;52.78
Singapore;21.714;0.143;0.99;;21.86;52.78
Singapore;20.143;0.0;1.02;;22.11;52.78
Singapore;20.429;0.0;1.05;;22.42;52.78
Singapore;21.571;0.0;1.09;;22.8;52.78
Singapore;21.571;0.0;1.12;;23.15;52.78
Singapore;23.857;0.0;1.17;;23.16;52.78
Singapore;27.714;0.0;1.21;;23.86;52.78
Singapore;29.286;0.0;1.2;;24.33;52.78
Singapore;32.286;0.0;1.2;;24.75;52.78
Singapore;33.571;0.0;1.17;;25.16;52.78
Singapore;35.429;0.0;1.15;;25.55;52.78
Singapore;38.571;0.0;1.12;;25.94;58.33
Singapore;39.571;0.143;1.09;;26.36;58.33
Singapore;37.857;0.143;1.06;;26.86;58.33
Singapore;37.571;0.143;1.02;;27.41;58.33
Singapore;34.143;0.143;0.99;;27.86;58.33
Singapore;35.286;0.143;0.98;;28.23;58.33
Singapore;34.143;0.143;0.96;;28.6;58.33
Singapore;32.429;0.143;0.93;;28.86;58.33
Singapore;30.0;0.0;0.91;;29.25;58.33
Singapore;28.571;0.0;0.91;;29.67;58.33
Singapore;29.143;0.0;0.9;;30.04;58.33
Singapore;29.143;0.143;0.89;;30.36;58.33
Singapore;27.286;0.143;0.87;;30.89;58.33
Singapore;25.571;0.143;0.87;;31.26;58.33
Singapore;26.286;0.143;0.87;;31.46;58.33
Singapore;29.286;0.143;0.85;;31.62;58.33
Singapore;26.857;0.143;0.81;;31.97;58.33
Singapore;24.714;0.143;0.78;;32.4;58.33
Singapore;24.0;0.0;0.76;;32.77;58.33
Singapore;22.714;0.0;0.73;;33.04;58.33
Singapore;21.429;0.143;0.72;;33.33;58.33
Singapore;17.571;0.143;0.72;;33.61;58.33
Singapore;13.0;0.143;0.75;;33.83;58.33
Singapore;12.429;0.143;0.8;;34.17;58.33
Singapore;12.429;0.143;0.85;;34.46;58.33
Singapore;11.429;0.143;0.9;;34.69;58.33
Singapore;13.0;0.143;0.94;;34.92;58.33
Singapore;13.714;0.0;0.96;;35.13;58.33
Singapore;16.571;0.0;0.99;;35.31;58.33
Singapore;18.571;0.0;0.99;;35.46;58.33
Singapore;19.571;0.0;0.98;;35.69;58.33
Singapore;20.0;0.0;0.98;;35.9;58.33
Singapore;19.714;0.0;0.96;;36.03;58.33
Singapore;18.429;0.143;0.96;;36.16;58.33
Singapore;19.0;0.143;0.96;;36.29;58.33
Singapore;18.714;0.143;0.96;;36.4;58.33
Singapore;18.143;0.143;0.96;;36.49;58.33
Singapore;18.714;0.143;0.94;;36.63;58.33
Singapore;18.143;0.286;0.91;;36.74;58.33
Singapore;18.571;0.286;0.88;;36.81;58.33
Singapore;17.571;0.143;0.85;;36.92;54.63
Singapore;16.429;0.143;0.85;;37.01;54.63
Singapore;15.571;0.143;0.85;;37.13;54.63
Singapore;13.714;0.143;0.85;;37.39;54.63
Singapore;12.286;0.143;0.88;;37.69;54.63
Singapore;10.857;0.0;0.91;;37.96;54.63
Singapore;10.429;0.0;0.95;;38.22;54.63
Singapore;11.0;0.0;1.0;;38.48;54.63
Singapore;11.0;0.0;1.05;;38.76;50.93
Singapore;10.429;0.0;1.11;;39.07;50.93
Singapore;11.286;0.0;1.2;;39.41;50.93
Singapore;11.286;0.0;1.28;;39.89;50.93
Singapore;11.143;0.0;1.39;;40.36;50.93
Singapore;10.714;0.0;1.54;;40.86;50.93
Singapore;12.571;0.0;1.72;;41.41;50.93
Singapore;14.857;0.0;1.88;;42.0;50.93
Singapore;21.714;0.0;2.03;;42.7;50.93
Singapore;26.286;0.0;2.1;;43.5;50.93
Singapore;33.571;0.0;2.15;;44.55;50.93
Singapore;42.429;0.0;2.19;;45.58;50.93
Singapore;54.429;0.0;2.22;;46.49;50.93
Singapore;75.286;0.0;2.21;;47.07;49.18
Singapore;99.429;0.0;2.12;;47.11;49.18
Singapore;116.714;0.0;1.98;;48.09;49.15
Singapore;134.143;0.0;1.84;;49.05;50.93
Singapore;144.429;0.0;1.7;;50.21;50.93
Singapore;153.286;0.143;1.58;;51.25;50.93
Singapore;158.0;0.143;1.47;;52.13;50.93
Singapore;152.714;0.143;1.37;;53.07;50.93
Singapore;144.714;0.143;1.3;;53.76;50.93
Singapore;138.286;0.143;1.23;;54.64;50.93
Singapore;133.0;0.143;1.18;;55.58;50.93
Singapore;133.857;0.143;1.13;;56.76;50.93
Singapore;132.429;0.0;1.08;;57.89;50.93
Singapore;131.857;0.0;1.03;;58.86;50.93
Singapore;128.429;0.143;0.97;;59.89;50.93
Singapore;123.143;0.143;0.93;;60.85;50.93
Singapore;117.286;0.286;0.89;;61.85;50.93
Singapore;112.286;0.429;0.87;;62.9;50.93
Singapore;106.286;0.571;0.85;;64.1;50.93
Singapore;100.714;0.714;0.83;;65.23;50.93
Singapore;94.571;0.714;0.8;;66.15;50.93
Singapore;89.0;0.571;0.77;;66.78;50.93
Singapore;82.143;0.571;0.76;;67.47;44.68
Singapore;77.571;0.429;0.78;;68.15;44.62
Singapore;72.0;0.429;0.78;;68.81;44.56
Singapore;65.143;0.429;0.79;;69.64;44.48
Singapore;61.857;0.286;0.8;;70.44;44.41
Singapore;58.286;0.286;0.81;;70.98;44.36
Singapore;55.571;0.286;0.82;;71.35;44.32
Singapore;55.857;0.429;0.84;;71.64;44.3
Singapore;54.429;0.571;0.87;;71.94;44.27
Singapore;50.571;0.429;0.91;;72.21;44.24
Singapore;49.286;0.429;0.97;;72.57;44.21
Singapore;46.286;0.429;1.04;;72.85;44.18
Singapore;43.714;0.714;1.15;;73.02;44.17
Singapore;50.143;0.857;1.25;;73.27;44.15
Singapore;58.714;0.714;1.34;;73.49;44.12
Singapore;68.286;0.857;1.39;;73.7;44.11
Singapore;80.286;0.857;1.44;;73.9;44.09
Singapore;92.0;0.714;1.47;;74.18;44.06
Singapore;104.0;1.143;1.57;;74.43;44.04
Singapore;118.0;0.857;1.59;;74.59;44.02
Singapore;126.143;0.714;1.65;;74.77;44.01
Singapore;132.571;0.714;1.63;;74.98;43.99
Singapore;141.143;0.429;1.63;;75.17;43.97
Singapore;151.857;0.429;1.63;;75.35;43.95
Singapore;165.714;0.429;1.64;;75.61;43.93
Singapore;185.429;0.0;1.64;;75.87;43.9
Singapore;193.714;0.0;1.65;;76.05;43.89
Singapore;206.0;0.0;1.66;;76.21;43.87
Singapore;230.429;0.0;1.7;;76.37;43.86
Singapore;254.571;0.143;1.73;;76.51;43.85
Singapore;292.571;0.286;1.76;;76.64;43.83
Singapore;343.143;0.429;1.78;;76.84;43.81
Singapore;385.429;0.429;1.77;;77.03;43.8
Singapore;432.429;0.429;1.76;;77.16;43.78
Singapore;484.714;0.429;1.74;;77.28;43.77
Singapore;556.857;0.429;1.73;;77.38;43.76
Singapore;622.286;0.286;1.71;;77.49;43.75
Singapore;687.0;0.286;1.69;;77.59;43.75
Singapore;738.714;0.143;1.67;;77.74;43.73
Singapore;803.571;0.286;1.65;;77.87;43.72
Singapore;873.857;0.286;1.63;;77.96;43.71
Singapore;918.143;0.286;1.6;;78.06;43.7
Singapore;966.857;1.0;1.59;;78.14;43.69
Singapore;1.059.714;1.429;1.59;;78.24;43.68
Singapore;1.144.571;2.0;1.58;;78.32;43.68
Singapore;1.246.714;2.0;1.57;;78.45;43.67
Singapore;1.308.714;2.286;1.56;;78.56;43.66
Singapore;1.441.143;2.571;1.55;;78.65;43.65
Singapore;1.545.429;2.857;1.53;;78.74;47.34
Singapore;1.696.571;2.857;1.52;;78.82;47.33
Singapore;1.812.429;3.571;1.5;;78.91;47.32
Singapore;1.951.571;3.143;1.49;;79.0;47.31
Singapore;2.131.429;4.286;1.47;;79.08;47.31
Singapore;2.261.857;4.429;1.44;;79.14;47.3
Singapore;2.278.714;5.0;1.41;;79.2;47.3
Singapore;2397.0;5.857;1.4;;79.27;47.29
Singapore;2.575.571;6.429;1.39;;79.34;47.28
Singapore;2.762.571;5.714;1.36;;79.41;47.28
Singapore;2.906.143;5.857;1.34;;79.48;47.27
Singapore;3.003.429;5.571;1.3;;79.57;47.26
Singapore;3.195.857;6.571;1.26;;79.64;47.26
Singapore;3.303.286;7.0;1.22;;79.72;47.25
Singapore;3273.0;7.286;1.18;;79.78;47.24
Singapore;3.200.143;7.571;1.15;;79.85;47.24
Singapore;3.144.857;8.429;1.14;;79.91;47.23
Singapore;3.066.143;10.143;1.13;;79.97;47.22
Singapore;3.045.429;10.429;1.13;;80.05;47.22
Singapore;2.994.714;10.143;1.13;;80.12;47.21
Singapore;3.030.286;10.143;1.12;;80.15;47.21
Singapore;3.071.714;9.571;1.11;;80.22;47.2
Singapore;3.217.143;9.0;1.11;;80.27;47.2
Singapore;3.313.143;10.286;1.1;;80.32;47.19
Singapore;3.385.571;10.429;1.1;;80.38;47.19
Singapore;3413.0;11.286;1.09;;80.44;47.18
Singapore;3.448.714;10.857;1.09;;80.52;47.17
Singapore;3.495.143;11.714;1.08;;80.55;43.47
Singapore;3.583.857;12.857;1.07;;80.61;43.47
Singapore;3.481.429;13.286;1.06;;80.67;42.92
Singapore;3.690.286;12.143;1.06;;80.73;42.92
Singapore;3.689.286;12.0;1.04;;80.79;42.91
Singapore;3.776.571;12.286;1.01;;80.86;42.91
Singapore;3.707.143;13.429;0.99;;80.94;42.91
Singapore;3.675.714;13.143;0.97;;80.99;42.9
Singapore;3.575.143;13.143;0.95;;81.05;42.9
Singapore;3.606.429;13.0;0.93;;81.11;42.89
Singapore;3.365.143;13.286;0.92;;81.16;42.89
Singapore;3.303.857;13.571;0.91;;81.18;42.89
Singapore;2.949.429;12.571;0.89;;81.26;42.88
Singapore;2.938.429;12.286;0.9;;81.33;42.88
Singapore;2.851.286;12.857;0.9;;81.36;42.88
Singapore;2.851.286;12.857;0.9;;81.42;42.87
Singapore;2.837.143;13.286;0.9;;81.47;42.87
Singapore;2.815.143;14.0;0.89;;81.51;42.87
Singapore;2.728.429;12.714;0.88;;81.56;42.86
Singapore;2.918.714;13.429;0.87;;81.61;42.86
Singapore;2.814.286;13.714;0.85;;81.66;42.86
Singapore;2.695.714;12.714;0.84;;81.7;42.86
Singapore;2.638.429;11.857;0.84;;81.74;42.85
Singapore;2.448.714;12.714;0.83;;81.78;42.85
Singapore;2.447.714;11.286;0.83;;81.81;42.85
Singapore;2.396.571;11.0;0.81;;81.85;42.85
Singapore;2.201.571;11.286;0.83;;81.89;42.84
Singapore;2.148.286;11.143;0.81;;81.93;42.84
Singapore;2.140.714;10.857;0.8;;81.96;42.84
Singapore;2.053.857;10.429;0.78;;82.0;42.84
Singapore;2.012.857;8.571;0.76;;82.03;42.83
Singapore;1.813.571;8.429;0.74;;82.06;42.83
Singapore;1.704.571;8.0;0.72;;82.09;42.83
Singapore;1.612.571;6.143;0.71;;82.13;42.83
Singapore;1.588.286;5.143;0.71;;82.16;42.83
Singapore;1.456.429;5.571;0.69;;82.2;42.82
Singapore;1.405.286;6.143;0.69;;82.23;42.82
Singapore;1.327.714;6.571;0.67;;82.28;42.82
Singapore;1.219.857;6.857;0.66;;82.31;42.82
Singapore;1195.0;7.714;0.65;;82.34;42.81
Singapore;1.148.714;8.571;0.63;;82.38;42.81
Singapore;1.003.286;8.0;0.62;;82.42;42.81
Singapore;975.429;8.286;0.62;;82.44;42.81
Singapore;912.429;7.571;0.61;;82.47;42.81
Singapore;837.571;7.571;0.6;;82.51;42.8
Singapore;749.714;6.857;0.6;;82.54;42.8
Singapore;689.857;6.286;0.6;;82.57;42.8
Singapore;645.286;5.571;0.59;;82.6;42.8
Singapore;619.0;6.143;0.59;;82.63;42.8
Singapore;593.0;5.0;0.59;;82.65;42.79
Singapore;546.857;5.0;0.6;;82.68;42.79
Singapore;507.857;4.714;0.59;;82.71;42.79
Singapore;474.286;4.714;0.6;;82.74;42.79
Singapore;427.571;4.143;0.61;;82.76;42.79
Singapore;421.571;3.714;0.61;;82.79;42.79
Singapore;380.429;3.0;0.62;;82.82;42.78
Singapore;364.0;2.714;0.64;;82.83;42.78
Singapore;343.429;2.429;0.66;;82.86;42.78
Singapore;320.286;1.857;0.68;;82.89;42.78
Singapore;300.429;1.571;0.71;;82.91;42.78
Singapore;295.714;1.714;0.74;;82.94;42.78
Singapore;274.714;1.571;0.77;;82.95;42.77
Singapore;271.429;1.571;0.81;;82.96;42.77
Singapore;264.857;1.286;0.86;;82.98;42.77
Singapore;277.0;1.429;0.92;;83.01;42.77
Singapore;289.143;1.143;0.97;;83.04;42.77
Singapore;290.0;1.143;1.02;;83.06;42.77
Singapore;288.429;1.0;1.08;;83.09;42.77
Singapore;299.714;1.143;1.14;;83.1;42.77
Singapore;329.429;1.143;1.22;;83.11;43.7
Singapore;360.857;1.0;1.3;;83.13;43.7
Singapore;387.143;0.571;1.36;;83.15;43.7
Singapore;455.286;1.0;1.42;;83.16;43.7
Singapore;521.571;1.143;1.44;;83.18;43.69
Singapore;593.286;1.143;1.45;;83.19;43.69
Singapore;655.143;1.286;1.44;;83.21;43.69
Singapore;705.857;1.143;1.53;;83.23;43.69
Singapore;765.286;1.286;1.51;;83.25;43.69
Singapore;806.143;1.286;1.49;;83.26;43.68
Singapore;806.714;0.857;1.48;;83.28;43.68
Singapore;817.714;0.714;1.48;;83.29;43.68
Singapore;838.714;0.571;1.5;;83.31;43.68
Singapore;862.714;0.429;1.52;;83.32;43.68
Singapore;883.429;0.857;1.59;;83.34;43.67
Singapore;886.0;0.714;1.67;;83.35;43.67
Singapore;945.286;0.714;1.76;;83.38;43.67
Singapore;1.031.286;0.714;1.87;;83.41;46.44
Singapore;1136.0;0.714;2.0;;83.45;46.43
Singapore;1.209.143;0.857;2.15;;83.49;46.43
Singapore;2.540.429;0.857;2.31;;83.56;46.42
Singapore;2.755.714;0.571;2.15;;83.63;46.41
Singapore;3.131.857;0.714;2.02;;83.7;46.4
Singapore;3.394.286;0.714;1.92;0.0144;83.77;46.39
Singapore;4044.0;1.0;1.84;0.0171;83.83;46.39
Singapore;4.503.571;0.857;1.76;0.0191;83.88;46.38
Singapore;5.074.571;0.714;1.68;0.0215;83.97;46.37
Singapore;4.401.714;1.0;1.59;0.0187;84.1;46.35
Singapore;4.793.714;1.0;1.56;0.0203;84.24;46.34
Singapore;4.936.857;0.857;1.51;0.0209;84.39;46.32
Singapore;5.148.143;1.0;1.48;0.0218;84.46;46.31
Singapore;5.186.429;1.143;1.46;0.0218;84.46;46.31
Singapore;4.939.143;1.286;1.45;0.0207;84.46;46.31
Singapore;4.771.714;1.429;1.48;0.0199;84.57;46.3
Singapore;5.865.143;1.857;1.52;0.0243;84.7;46.28
Singapore;6.605.571;2.0;1.53;0.0211;84.87;46.26
Singapore;7.070.429;2.429;1.59;0.0245;85.0;46.25
Singapore;7.545.429;2.714;1.61;0.0308;85.09;46.24
Singapore;8.509.286;2.714;1.56;0.034;85.16;46.23
Singapore;9.539.714;3.143;1.5;0.0374;85.25;46.22
Singapore;10.452.429;3.143;1.46;0.0402;85.36;46.2
Singapore;9.984.143;2.714;1.41;0.0377;85.52;46.18
Singapore;10.000.571;3.571;1.41;0.0426;85.7;43.79
Singapore;10.238.857;3.714;1.41;0.0413;85.85;43.77
Singapore;10.421.143;4.571;1.41;0.0373;85.92;43.76
Singapore;11.336.714;5.143;1.43;0.0414;85.98;43.75
Singapore;12.275.143;6.429;1.42;0.0457;86.04;43.74
Singapore;13.397.857;6.857;1.4;0.0509;86.12;43.73
Singapore;14.564.143;7.429;1.37;0.0565;86.25;43.71
Singapore;16.611.429;6.857;1.35;0.0659;86.41;43.68
Singapore;16.163.286;6.857;1.3;0.0655;86.51;43.67
Singapore;16812.0;6.571;1.28;0.0697;86.55;43.66
Singapore;17.756.571;6.143;1.26;0.079;86.58;43.66
Singapore;18.246.429;5.286;1.23;0.0876;86.61;43.65
Singapore;18.253.286;6.429;1.19;0.0951;86.67;43.64
Singapore;18.325.143;7.0;1.16;0.1045;86.78;43.63
Singapore;17.185.286;8.286;1.14;0.1081;86.91;43.61
Singapore;18.320.286;8.857;1.12;0.1286;87.0;43.6
Singapore;18309.0;9.571;1.1;0.1453;87.04;43.59
Singapore;18.030.143;10.571;1.08;0.146;87.07;43.58
Singapore;17.865.429;11.0;1.05;0.1476;87.1;43.58
Singapore;17.803.857;10.571;1.04;0.1501;87.13;43.58
Singapore;17.656.286;11.571;1.01;0.1521;87.18;43.57
Singapore;17573.0;10.571;1.0;0.1546;87.24;43.56
Singapore;17.420.143;10.143;0.99;0.1567;87.28;43.55
Singapore;17.416.714;9.286;0.97;0.1602;87.31;43.55
Singapore;17.148.286;9.857;0.96;0.1302;87.34;43.54
Singapore;16.847.143;10.0;1.0;0.1589;87.37;43.54
Singapore;16.561.857;9.571;0.96;0.1582;87.41;43.53
Singapore;16.244.857;8.857;0.93;0.1572;87.47;43.53
Singapore;15.724.571;9.429;0.9;0.1542;87.54;43.52
Singapore;15.230.714;9.571;0.87;0.1513;87.59;43.51
Singapore;14591.0;9.857;0.85;0.1469;87.64;46.74
Singapore;13.683.857;8.571;0.82;0.1718;87.69;46.74
Singapore;12.859.143;8.571;0.8;0.1326;87.73;46.73
Singapore;12.080.286;9.429;0.79;0.1261;87.79;46.73
Singapore;11.401.571;8.857;0.79;0.1205;87.85;46.72
Singapore;11.060.429;7.857;0.78;0.1184;87.93;46.71
Singapore;10.797.286;7.571;0.78;0.117;87.99;46.7
Singapore;10.582.429;7.857;0.77;0.1162;88.02;46.7
Singapore;10.198.857;7.857;0.75;0.1157;88.05;46.7
Singapore;9.864.857;7.143;0.74;0.1157;88.07;46.7
Singapore;9.545.571;6.286;0.73;0.116;88.11;46.69
Singapore;9.115.571;6.857;0.71;0.1148;88.15;46.69
Singapore;8.571.286;7.429;0.71;0.1121;88.22;46.68
Singapore;8.141.143;6.857;0.7;0.1013;88.27;46.67
Singapore;7.767.857;6.0;0.72;0.1001;88.3;46.67
Singapore;7.053.286;6.286;0.73;0.1052;88.33;46.67
Singapore;6.594.571;6.143;0.72;0.1038;88.37;46.66
Singapore;6.184.143;6.0;0.71;0.1031;88.4;46.66
Singapore;5.816.429;4.429;0.7;0.1031;88.43;46.66
Singapore;5.549.143;3.429;0.71;0.1049;88.48;46.65
Singapore;5.391.286;4.0;0.71;0.1233;88.52;46.65
Singapore;5164.0;3.429;0.71;0.1177;88.55;46.64
Singapore;4.903.571;2.429;0.73;0.1111;88.57;46.64
Singapore;4.723.286;3.429;0.73;0.1112;88.59;46.64
Singapore;4.532.429;3.143;0.72;0.1111;88.61;46.64
Singapore;4.390.143;2.857;0.72;0.1122;88.64;46.63
Singapore;4.203.857;3.143;0.73;0.1123;88.69;46.63
Singapore;4.036.714;2.857;0.73;0.1128;88.73;46.62
Singapore;3.927.286;4.143;0.73;0.1291;88.75;46.62
Singapore;3.671.714;4.571;0.74;0.1079;88.77;46.62
Singapore;3.538.571;3.143;0.75;0.1041;88.8;46.61
Singapore;3.431.714;2.714;0.76;0.1011;88.82;46.61
Singapore;3.344.571;2.857;0.77;0.0987;88.82;46.61
Singapore;3.117.571;3.0;0.79;0.0922;88.86;46.61
Singapore;3.185.571;3.143;0.81;0.0944;88.89;46.6
Singapore;3173.0;1.857;0.82;0.0942;88.9;46.6
Singapore;3.196.714;1.429;0.83;0.0952;88.92;42.9
Singapore;3.187.714;1.429;0.84;0.0952;88.93;42.9
Singapore;3.173.286;1.857;0.83;0.0951;88.95;42.9
Singapore;3.119.143;1.714;0.83;0.0938;88.97;42.9
Singapore;3.267.571;1.429;0.84;0.0986;89.0;42.89
Singapore;3124.0;1.286;0.83;0.0946;89.03;42.89
Singapore;3.063.714;2.143;0.82;0.0931;89.04;42.89
Singapore;2.916.571;2.286;0.82;0.0901;89.06;28.47
Singapore;2.798.571;2.143;0.82;0.076;89.07;28.47
Singapore;2.694.286;1.714;0.86;0.0617;89.08;28.47
Singapore;2.262.143;1.714;0.95;0.0735;89.11;28.46
Singapore;2181.0;1.714;0.98;0.062;89.14;28.46
Singapore;2496.0;1.571;1.05;0.0533;89.14;28.46
Singapore;2.392.857;1.0;1.15;0.0819;89.16;28.46
Singapore;2.090.286;0.714;1.12;0.072;89.16;28.46
Singapore;1.946.286;0.857;1.12;0.0725;89.18;28.45
Singapore;2.238.143;1.571;1.19;0.1048;89.19;28.45
Singapore;2.726.714;1.714;1.18;0.0958;89.2;28.45
Singapore;2.872.571;2.143;1.17;0.1124;89.22;28.45
Singapore;2.611.714;2.286;1.16;0.1255;89.24;28.44
Singapore;2.745.286;2.0;1.14;0.0984;89.26;28.44
Singapore;3.211.143;2.571;1.15;0.1154;89.28;28.44
Singapore;3.532.857;2.571;1.15;0.1357;89.29;28.44
Singapore;3.377.429;2.286;1.13;0.122;89.31;28.43
Singapore;3.501.857;2.286;1.13;0.1268;89.34;28.43
Singapore;3.533.429;1.714;1.12;0.1283;89.37;28.43
Singapore;3566.0;1.571;1.1;0.1298;89.38;28.42
Singapore;3.544.857;2.0;1.09;0.1294;89.42;28.42
Singapore;3.235.286;1.571;1.1;0.1186;89.45;28.41
Singapore;3.599.857;1.571;1.13;0.1326;89.47;28.41
Singapore;3.733.143;1.429;1.12;0.1382;89.49;28.41
Singapore;3.740.429;1.714;1.1;0.1391;89.52;28.4
Singapore;3.796.429;1.714;1.09;0.1419;89.56;28.4
Singapore;3.821.571;1.714;1.07;0.1435;89.59;28.39
Singapore;3.911.286;1.571;1.06;0.1476;89.6;28.39
Singapore;4.348.857;1.571;1.05;0.1678;89.61;28.39
Singapore;4.023.857;1.571;1.03;0.1589;89.63;28.39
Singapore;3.932.143;1.571;1.01;0.1589;89.64;28.39
Singapore;3859.0;1.286;0.99;0.1597;89.66;28.38
